|wav_path|text|emb_id
236|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0012.wav|um grande artista rejeita conselhos de curiosos .|expressivo_animado
240|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0023.wav|deve crescer o desempenho do setor automotivo .|expressivo_animado
242|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0153.wav|permanecer em sala de aula e discutir o assunto .|expressivo_animado
243|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0118.wav|na ãƒâºltima chance , sobe conforme o cãƒâ¢mbio .|expressivo_animado
244|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0003.wav|vãƒâ¡rios atletas tiveram um desempenho muito abaixo do esperado .|expressivo_animado
245|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0081.wav|tinham empregos na secretaria da saãƒâºde , declarou .|expressivo_animado
246|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0074.wav|o caso foi registrado no julgamento .|expressivo_animado
249|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0205.wav|tentou criar um reino unido e sustentãƒâ¡vel .|expressivo_animado
251|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0093.wav|veja se a caixa inclui a bula original .|expressivo_animado
252|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0135.wav|a samsung quebrou inãƒâºmeras patentes .|expressivo_animado
253|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0140.wav|sãƒâ£o as cinco em vigor dentro da ãƒâ¡rea .|expressivo_animado
254|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0031.wav|a implantaãƒâ§ãƒâ£o de uma rede de identificaãƒâ§ãƒâ£o comeãƒâ§ou neste trimestre .|expressivo_animado
256|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0145.wav|construiu um chalãƒâ© prãƒâ³ximo a um lago , que hoje em dia ãƒâ© um perigo .|expressivo_animado
257|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0059.wav|disseram que eles foram justos com o crãƒâ©dito da companhia .|expressivo_animado
258|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0107.wav|pagou para ver se o japonãƒâªs era famoso no texas , mas nãƒâ£o teve sucesso .|expressivo_animado
259|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0207.wav|buraco na ãƒâ¡rvore sempre foi assim .|expressivo_animado
261|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0109.wav|um pacote da onu , pedindo calma nessa hora .|expressivo_animado
262|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0191.wav|e eu que tenho que falar com a imprensa .|expressivo_animado
264|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0079.wav|vãƒâ¡rias fãƒâ¡bricas fecharam com o aumento da pirataria .|expressivo_animado
265|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0176.wav|nosso desejo ãƒâ© que envelheãƒâ§amos felizes e em boa forma .|expressivo_animado
266|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0066.wav|pagos aos produtores em 49 vezes , por causa da chuva .|expressivo_animado
267|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0024.wav|serviram alguns salgadinhos e chãƒâ¡ de hortelãƒâ£ .|expressivo_animado
269|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0068.wav|votos para o mãƒâ©dico do hospital das clãƒâ­nicas de mato grosso .|expressivo_animado
273|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0120.wav|sigilo da google funciona muito bem .|expressivo_animado
274|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0053.wav|o projeto de fazer a economia na regiãƒâ£o de santos , na ãƒâ©poca , nãƒâ£o deu em nada .|expressivo_animado
275|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0189.wav|retornar a energia para pousos e decolagens .|expressivo_animado
277|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0147.wav|e ãƒâ© a primeira vez que o nome do brasil aparece nesta publicaãƒâ§ãƒâ£o .|expressivo_animado
278|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0083.wav|algumas noites na polinãƒâ©sia francesa , e talvez fique atãƒâ© o fim do mãƒâªs .|expressivo_animado
279|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0113.wav|se for ao reino da sibãƒâ©ria , busca ajuda da igreja americana .|expressivo_animado
280|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0015.wav|vamos unir o ãƒâºtil ao agradãƒâ¡vel .|expressivo_animado
281|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0174.wav|mas a lentidãƒâ£o assumiu o ensino na escola .|expressivo_animado
289|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0009.wav|o chefe do partido assumiu uma postura otimista durante a campanha eleitoral .|expressivo_animado
291|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0199.wav|abrir o placar na vila belmiro .|expressivo_animado
292|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0158.wav|como se fosse bom ser fernando henrique cardoso .|expressivo_animado
293|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0069.wav|com o apoio do jornal e do uol , foi uma tentativa de combater a corrupãƒâ§ãƒâ£o .|expressivo_animado
294|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0132.wav|daniel ãƒâ© quem tem que detectar todo o luxo do veãƒâ­culo .|expressivo_animado
295|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0179.wav|candidatura do uruguai ao cargo de titular .|expressivo_animado
296|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0089.wav|do cãƒâ¢mbio seguinte atãƒâ© abril .|expressivo_animado
297|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0060.wav|irregularidades na campanha para o candidato do psdb .|expressivo_animado
298|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0065.wav|manifestantes nas mãƒâ£os da vila espanhola , na avenida 8 de dezembro .|expressivo_animado
299|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0148.wav|a carta de pero vaz de caminha ãƒâ© o principal registro histãƒâ³rico do descobrimento .|expressivo_animado
300|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0203.wav|admitiu que teve um ataque no jogo de julho .|expressivo_animado
301|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0104.wav|apãƒâ³s muitas negociaãƒâ§ãƒâµes , declarou reduzir os tãƒâ­tulos da dãƒâ­vida .|expressivo_animado
302|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0222.wav|um projeto vai analisar o impacto da tecnologia em zonas rurais .|expressivo_animado
303|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0198.wav|o objetivo ãƒâ© que me deixem na academia de futebol .|expressivo_animado
304|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0156.wav|bombas de gãƒâ¡s lacrimogãƒâªneo atingiram crianãƒâ§as e adolescentes .|expressivo_animado
305|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0122.wav|jãƒâ¡ ãƒâ© o anãƒâºncio da assessoria .|expressivo_animado
306|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0054.wav|a cotaãƒâ§ãƒâ£o de mil metros quadrados estãƒâ¡ no limite do capital .|expressivo_animado
307|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0014.wav|basta enviar o nome e se identificar .|expressivo_animado
309|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0070.wav|nãƒâ£o consegue uma audiãƒâªncia pãƒâºblica no s t f .|expressivo_animado
310|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0043.wav|ãƒâ‰ preciso ter condiãƒâ§ãƒâµes de aguardar pelos prãƒâ³ximos candidatos .|expressivo_animado
311|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0162.wav|morreu ao buscar poder .|expressivo_animado
312|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0112.wav|ele mesmo caãƒâ§ou e empalhou o bicho .|expressivo_animado
318|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0058.wav|observatãƒâ³rio sãƒâ­rio de direitos humanos inaugurou durante o carnaval .|expressivo_animado
320|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0116.wav|nãƒâ³s somos uma dupla que planeja viajar de imediato .|expressivo_animado
323|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0117.wav|usar tambãƒâ©m outro aplicativo , ou definir melhor os disponãƒâ­veis .|expressivo_animado
324|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0094.wav|observam os caminhãƒâµes levando petrãƒâ³leo .|expressivo_animado
326|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0168.wav|o golpe por telefone era global .|expressivo_animado
328|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0126.wav|o pib ruim ãƒâ© o fracasso de dilma russeff .|expressivo_animado
329|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0019.wav|britãƒâ¢nico que chegou ao empate com o atacante .|expressivo_animado
330|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0181.wav|o marido foi condenado ãƒâ  cadeia .|expressivo_animado
331|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0225.wav|se tudo der certo , esta tese me darãƒâ¡ um tãƒâ­tulo .|expressivo_animado
333|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0159.wav|trate essa ãƒâ¡rvore com carinho e ela crescerãƒâ¡ bonita e vistosa .|expressivo_animado
334|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0216.wav|a idãƒâ©ia ãƒâ© comeãƒâ§ar devagar e ir melhorando aos poucos .|expressivo_animado
335|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0172.wav|ela tambãƒâ©m citou as ameaãƒâ§as ao repãƒâ³rter andrãƒâ© caramante .|expressivo_animado
336|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0096.wav|joãƒâ£o diz que , em curitiba , obteve os mãƒâ­sseis do ataque .|expressivo_animado
339|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0027.wav|a primeira cidade a 313 quilãƒâ´metros ãƒâ© o rio de janeiro .|expressivo_animado
340|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0042.wav|para o mercado de trabalho , vocãƒâªs tem que se sobressair na entrevista coletiva .|expressivo_animado
341|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0229.wav|edmundo jogou brilhantemente e garantiu a goleada vascaãƒâ­na .|expressivo_animado
342|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0040.wav|um modelo com duas operadoras de telecomunicaãƒâ§ãƒâµes .|expressivo_animado
343|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0022.wav|a evoluãƒâ§ãƒâ£o da guerra entre israelenses e palestinos .|expressivo_animado
346|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0197.wav|o rock dos anos 80 fez valer a pena o sãƒâ©culo 19 .|expressivo_animado
347|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0088.wav|tanto tempo fora das quadras custou-lhe a lideranãƒâ§a do ranking .|expressivo_animado
348|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0105.wav|a compania compra o ouro bruto e o revende ãƒâ s joalherias .|expressivo_animado
350|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0166.wav|siga o twãƒâ­tter pelo feicebook .|expressivo_animado
351|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0013.wav|idosos se utilizam da banda larga livre .|expressivo_animado
352|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0129.wav|coelho em cartaz divulgado no site .|expressivo_animado
353|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0044.wav|ãƒâ‰ como disputar uma prova para retirar as pessoas .|expressivo_animado
354|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0146.wav|juros pela taxa selic acumulada , afetarãƒâ£o a economia global .|expressivo_animado
355|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0196.wav|o flamengo luta pela liga regular da n bi ei .|expressivo_animado
356|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0110.wav|sem reservas , lia sobre os recursos naturais .|expressivo_animado
357|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0161.wav|o vasco volta atrãƒâ¡s .|expressivo_animado
358|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0002.wav|ninguãƒâ©m conhece um jeito melhor para escalar esta montanha .|expressivo_animado
360|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0004.wav|as estatãƒâ­sticas oficiais mostram o avanãƒâ§o do desemprego na indãƒâºstria .|expressivo_animado
361|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0212.wav|queremos saber que marco aurãƒâ©lio foi preso .|expressivo_animado
364|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0183.wav|dizer que realiza a vigilãƒâ¢ncia na ãƒâ¡rea .|expressivo_animado
365|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0067.wav|hãƒâ¡ o uso de grande quantidade de soldados no iraque .|expressivo_animado
367|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0231.wav|sempre brinca com o bordãƒâ£o que o popularizou atualmente .|expressivo_animado
369|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0041.wav|diretamente da inglaterra , a produãƒâ§ãƒâ£o industrial sofreu com a estabilizaãƒâ§ãƒâ£o .|expressivo_animado
372|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0123.wav|nesse livro , o autor aborda a evoluãƒâ§ãƒâ£o do machismo em nossa sociedade .|expressivo_animado
373|/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0201.wav|o talibãƒâ£ lanãƒâ§ou uma ofensiva ontem .|expressivo_animado
